"","unique.ger_masc...1.."
"4908","Spatz"
"4909","Spaziergaenger"
"4910","Spaziergang"
"4911","Spazierstock"
"4912","Spazierweg"
"4913","Specht"
"4914","Speck"
"4915","Speckstein"
"4916","Spediteur"
"4917","Speer"
"4918","Speichel"
"4919","Speichelfluss"
"4920","Speicher"
"4921","Speiserest"
"4922","Speisesaal"
"4923","Speiseschrank"
"4924","Speisewagen"
"4925","Speisezettel"
"4926","Spektralapparat"
"4927","Spekulant"
"4928","Spender"
"4929","Spengler"
"4930","Sperber"
"4931","Sperling"
"4932","Sperrkreis"
"4933","Spezial"
"4934","Spezialarzt"
"4935","Spezialist"
"4936","Spiegel"
"4937","Spieker"
"4938","Spielautomat"
"4939","Spielball"
"4940","Spieler"
"4941","Spielfilm"
"4942","Spielgefaehrte"
"4943","Spielkamerad"
"4944","Spielleiter"
"4945","Spielmann"
"4946","Spielplan"
"4947","Spielplatz"
"4948","Spielraum"
"4949","Spielteufel"
"4950","Spieltisch"
"4951","Spielverderber"
"4952","Spiess"
"4953","Spiessbuerger"
"4954","Spiesser"
"4955","Spiessgeselle"
"4956","Spike"
"4957","Spin"
"4958","Spinat"
"4959","Spinner"
"4960","Spinnstoff"
"4961","Spion"
"4962","Spiralbohrer"
"4963","Spiralnebel"
"4964","Spiritismus"
"4965","Spiritist"
"4966","Spiritualist"
"4967","Spiritus"
"4968","Spirituskocher"
"4969","Spitz"
"4970","Spitzbart"
"4971","Spitzbube"
"4972","Spitzel"
"4973","Spitzenfilm"
"4974","Spitzenreiter"
"4975","Spitzensportler"
"4976","Spitzname"
"4977","Spleen"
"4978","Splint"
"4979","Splitt"
"4980","Splitter"
"4981","Spoetter"
"4982","Spor"
"4983","Sporn"
"4984","Sport"
"4985","Sportartikel"
"4986","Sportarzt"
"4987","Sportfreund"
"4988","Sportklub"
"4989","Sportlehrer"
"4990","Sportler"
"4991","Sportplatz"
"4992","Sportsmann"
"4993","Sportverein"
"4994","Sportwagen"
"4995","Spot"
"4996","Spott"
"4997","Spottname"
"4998","Spottpreis"
"4999","Sprachatlas"
"5000","Sprachfehler"
"5001","Sprachforscher"
"5002","Sprachgebrauch"
"5003","Sprachschatz"
"5004","Sprachunterricht"
"5005","Sprachwissenschaftler"
"5006","Sprechchor"
"5007","Sprecher"
"5008","Sprechfunk"
"5009","Sprechgesang"
"5010","Sprengel"
"5011","Sprengkoerper"
"5012","Sprengstoff"
"5013","Spriegel"
"5014","Spring"
"5015","Springbrunnen"
"5016","Springer"
"5017","Sprint"
"5018","Sprinter"
"5019","Sprit"
"5020","Spritzapparat"
"5021","Spritzer"
"5022","Sproessling"
"5023","Spross"
"5024","Spruch"
"5025","Sprudel"
"5026","Spruehregen"
"5027","Sprung"
"5028","Sprunglauf"
"5029","Sprungturm"
"5030","Spucknapf"
"5031","Spuelstein"
"5032","Spuerhund"
"5033","Spuersinn"
"5034","Spuk"
"5035","Spund"
"5036","Spurt"
"5037","Staat"
"5038","Staatsanwalt"
"5039","Staatsapparat"
"5040","Staatsbankrott"
"5041","Staatsbeamte"
"5042","Staatsbesuch"
"5043","Staatsbetrieb"
"5044","Staatsbuerger"
"5045","Staatsdienst"
"5046","Staatsfeiertag"
"5047","Staatsgerichtshof"
"5048","Staatshaushalt"
"5049","Staatskapitalismus"
"5050","Staatsmann"
"5051","Staatsminister"
"5052","Staatspraesident"
"5053","Staatsrat"
"5054","Staatssekretaer"
"5055","Staatssicherheitsdienst"
"5056","Staatsvertrag"
"5057","Stab"
"5058","Stabhochsprung"
"5059","Stabilisator"
"5060","Stabsarzt"
"5061","Stabsfeldwebel"
"5062","Stabsoffizier"
"5063","Stachel"
"5064","Stacheldraht"
"5065","Stacheldrahtverhau"
"5066","Stadtbaurat"
"5067","Stadtbezirk"
"5068","Stadtdirektor"
"5069","Stadtkern"
"5070","Stadtpark"
"5071","Stadtplan"
"5072","Stadtrand"
"5073","Stadtrat"
"5074","Stadtteil"
"5075","Stadtverkehr"
"5076","Staedtebau"
"5077","Staedter"
"5078","Staedtetag"
"5079","Staender"
"5080","Staenderat"
"5081","Staendestaat"
"5082","Stafettenlauf"
"5083","Staffellauf"
"5084","Stahl"
"5085","Stahlbau"
"5086","Stahldraht"
"5087","Stahlhelm"
"5088","Staketenzaun"
"5089","Stall"
"5090","Stallknecht"
"5091","Stamm"
"5092","Stammbaum"
"5093","Stammesverband"
"5094","Stammgast"
"5095","Stammhalter"
"5096","Stammkunde"
"5097","Stammler"
"5098","Stammtisch"
"5099","Stammvater"
"5100","Stampfer"
"5101","Stand"
"5102","Standardwert"
"5103","Standesduenkel"
"5104","Standort"
"5105","Standpunkt"
"5106","Stank"
"5107","Stapel"
"5108","Stapellauf"
"5109","Stapelplatz"
"5110","Stapfen"
"5111","Star"
"5112","Starkstrom"
"5113","Starkstromtechnik"
"5114","Starrkopf"
"5115","Starrsinn"
"5116","Start"
"5117","Starter"
"5118","Startplatz"
"5119","Startschuss"
"5120","Statiker"
"5121","Stationsarzt"
"5122","Stationsvorsteher"
"5123","Statist"
"5124","Statistiker"
"5125","Stator"
"5126","Statthalter"
"5127","Stau"
"5128","Staub"
"5129","Staublappen"
"5130","Staubmantel"
"5131","Staubsauger"
"5132","Staubwedel"
"5133","Staudamm"
"5134","Stauer"
"5135","Stausee"
"5136","Stechapfel"
"5137","Stechschritt"
"5138","Steckbrief"
"5139","Steckkontakt"
"5140","Steg"
"5141","Stegreif"
"5142","Steher"
"5143","Stehgeiger"
"5144","Stehkragen"
"5145","Stehplatz"
"5146","Steig"
"5147","Steigbuegel"
"5148","Steiger"
"5149","Steilhang"
"5150","Stein"
"5151","Steinbau"
"5152","Steinboden"
"5153","Steinbruch"
"5154","Steinbutt"
"5155","Steingarten"
"5156","Steinmetz"
"5157","Steinschlag"
"5158","Steinwurf"
"5159","Steiss"
"5160","Stellenwert"
"5161","Stellmacher"
"5162","Stellvertreter"
"5163","Stempel"
"5164","Stengel"
"5165","Sterbefall"
"5166","Sterling"
"5167","Stern"
"5168","Sterndeuter"
"5169","Sternenhimmel"
"5170","Sterz"
"5171","Steuerabzug"
"5172","Steuerberater"
"5173","Steuermann"
"5174","Steuerzahler"
"5175","Steven"
"5176","Stich"
"5177","Stichel"
"5178","Stichtag"
"5179","Stickstoff"
"5180","Stiefel"
"5181","Stiefvater"
"5182","Stiel"
"5183","Stier"
"5184","Stierkampf"
"5185","Stift"
"5186","Stifter"
"5187","Stil"
"5188","Stilbruch"
"5189","Stilist"
"5190","Stillstand"
"5191","Stimmungsumschwung"
"5192","Stimmzettel"
"5193","Stipendiat"
"5194","Stocher"
"5195","Stock"
"5196","Stoepsel"
"5197","Stoer"
"5198","Stoerer"
"5199","Stoermanoever"
"5200","Stoersender"
"5201","Stoff"
"5202","Stoffrest"
"5203","Stoffwechsel"
"5204","Stollen"
"5205","Stolper"
"5206","Stolperdraht"
"5207","Stolz"
"5208","Stopp"
"5209","Stoppelbart"
"5210","Stopper"
"5211","Storch"
"5212","Stoss"
"5213","Stossdaempfer"
"5214","Stosstrupp"
"5215","Stossverkehr"
"5216","Stosszahn"
"5217","Stotterer"
"5218","Straefling"
"5219","Strafbefehl"
"5220","Straferlass"
"5221","Strafprozess"
"5222","Strafvollzug"
"5223","Strahl"
"5224","Strahlungsguertel"
"5225","Strand"
"5226","Strandkorb"
"5227","Strang"
"5228","Strassenarbeiter"
"5229","Strassenbau"
"5230","Strassengraben"
"5231","Strassenname"
"5232","Stratege"
"5233","Strauch"
"5234","Strauss"
"5235","Streber"
"5236","Streich"
"5237","Streicher"
"5238","Streif"
"5239","Streifen"
"5240","Streifendienst"
"5241","Streifenwagen"
"5242","Streifschuss"
"5243","Streik"
"5244","Streikbrecher"
"5245","Streit"
"5246","Streiter"
"5247","Streitgegenstand"
"5248","Stress"
"5249","Strich"
"5250","Strick"
"5251","Strobel"
"5252","Strohhut"
"5253","Strolch"
"5254","Strom"
"5255","Stromkreis"
"5256","Stromverbrauch"
"5257","Strudel"
"5258","Strukturalismus"
"5259","Strumpf"
"5260","Stuck"
"5261","Student"
"5262","Studentenpfarrer"
"5263","Studienassessor"
"5264","Studiendirektor"
"5265","Studienfreund"
"5266","Studienrat"
"5267","Stuecklohn"
"5268","Stuemper"
"5269","Stuermer"
"5270","Stuhl"
"5271","Stuhlgang"
"5272","Stukkateur"
"5273","Stummel"
"5274","Stumpf"
"5275","Stumpfsinn"
"5276","Stundenkilometer"
"5277","Stundenlohn"
"5278","Stundenzeiger"
"5279","Stunk"
"5280","Stups"
"5281","Sturm"
"5282","Sturmangriff"
"5283","Sturz"
"5284","Sturzflug"
"5285","Sturzhelm"
"5286","Subjektivismus"
"5287","Suchdienst"
"5288","Sucher"
"5289","Sued"
"5290","Suedamerikaner"
"5291","Sueden"
"5292","Suedhang"
"5293","Suedost"
"5294","Suedpol"
"5295","Suedwest"
"5296","Suedwesten"
"5297","Suedwestwind"
"5298","Suedwind"
"5299","Suendenbock"
"5300","Suendenfall"
"5301","Suender"
"5302","Suessmost"
"5303","Suesswein"
"5304","Suff"
"5305","Summton"
"5306","Sumpf"
"5307","Sund"
"5308","Supermann"
"5309","Suppenloeffel"
"5310","Suppenteller"
"5311","Surrealismus"
"5312","Surrealist"
"5313","Swing"
"5314","Syndikalist"
"5315","Synergismus"
"5316","Systemanalytiker"
"5317","Szenenwechsel"
"5318","Tabakpflanzer"
"5319","Tabaksbeutel"
"5320","Tabellenfuehrer"
"5321","Tabulator"
"5322","Tadel"
"5323","Taenzer"
"5324","Taeter"
"5325","Taetigkeitsbereich"
"5326","Taetigkeitsdrang"
"5327","Taeufer"
"5328","Taeufling"
"5329","Taft"
"5330","Tag"
"5331","Tagebau"
"5332","Tagedieb"
"5333","Tageloehner"
"5334","Tagesanbruch"
"5335","Tagesdienst"
"5336","Tageskurs"
"5337","Tageslauf"
"5338","Tagesmarsch"
"5339","Tagesraum"
"5340","Tailleur"
"5341","Takt"
"5342","Taktiker"
"5343","Taktstock"
"5344","Talar"
"5345","Talboden"
"5346","Taler"
"5347","Talg"
"5348","Talk"
"5349","Talmudismus"
"5350","Tampon"
"5351","Tang"
"5352","Tanker"
"5353","Tankwagen"
"5354","Tankwart"
"5355","Tann"
"5356","Tannenwald"
"5357","Tanz"
"5358","Tanzabend"
"5359","Tanzboden"
"5360","Tanzkurs"
"5361","Tanzlehrer"
"5362","Tanzmeister"
"5363","Tanzpartner"
"5364","Tanzsaal"
"5365","Tanzschritt"
"5366","Tanztee"
"5367","Tanzunterricht"
"5368","Tapetenwechsel"
"5369","Tapezierer"
"5370","Tapfen"
"5371","Tapir"
"5372","Tapp"
"5373","Tarifpartner"
"5374","Tarifsatz"
"5375","Tarifvertrag"
"5376","Tarnanstrich"
"5377","Tarnanzug"
"5378","Taschendieb"
"5379","Taschenkamm"
"5380","Taschenkrebs"
"5381","Taschenspiegel"
"5382","Taschenspieler"
"5383","Taster"
"5384","Tatbestand"
"5385","Tatendrang"
"5386","Tatort"
"5387","Tatsachenbericht"
"5388","Tau"
"5389","Taubenschlag"
"5390","Tauber"
"5391","Taucher"
"5392","Taucheranzug"
"5393","Tauchsieder"
"5394","Taufbrunnen"
"5395","Taufpate"
"5396","Taumel"
"5397","Taunus"
"5398","Tausch"
"5399","Tauschhandel"
"5400","Tauschwert"
"5401","Tausender"
"5402","Tausendfuessler"
"5403","Tausendsassa"
"5404","Tautropfen"
"5405","Taxator"
"5406","Taxichauffeur"
"5407","Taxifahrer"
"5408","Taxistand"
"5409","Taxpreis"
"5410","Taxus"
"5411","Taxwert"
"5412","Techniker"
"5413","Technizismus"
"5414","Technokrat"
"5415","Technologe"
"5416","Teddybaer"
"5417","Tee"
"5418","Teeabend"
"5419","Teekessel"
"5420","Teeloeffel"
"5421","Teer"
"5422","Teewagen"
"5423","Tegel"
"5424","Teich"
"5425","Teig"
"5426","Teilaspekt"
"5427","Teilbereich"
"5428","Teilbetrag"
"5429","Teiler"
"5430","Teilhaber"
"5431","Teilnehmer"
"5432","Teilstrich"
"5433","Telefonist"
"5434","Telegraf"
"5435","Telegraph"
"5436","Teller"
"5437","Tellerwaescher"
"5438","Temperaturregler"
"5439","Temperaturrueckgang"
"5440","Tempoverlust"
"5441","Tennisball"
"5442","Tennisplatz"
"5443","Tennisschlaeger"
"5444","Tennisschuh"
"5445","Tenno"
"5446","Tenor"
"5447","Teppichboden"
"5448","Teppichklopfer"
"5449","Terme"
"5450","Termin"
"5451","Terminkalender"
"5452","Terminus"
"5453","Terrier"
"5454","Terror"
"5455","Terrorangriff"
"5456","Terrorist"
"5457","Testpilot"
"5458","Teufel"
"5459","Teufelskerl"
"5460","Teufelskreis"
"5461","Theaterabend"
"5462","Theaterbau"
"5463","Theaterraum"
"5464","Theatersaal"
"5465","Theismus"
"5466","Themenbereich"
"5467","Themenkreis"
"5468","Theologe"
"5469","Theoretiker"
"5470","Thermoplast"
"5471","Thermostat"
"5472","Thon"
"5473","Thron"
"5474","Thronerbe"
"5475","Thronfolger"
"5476","Thymian"
"5477","Tiefauslaeufer"
"5478","Tiefbau"
"5479","Tiefdruck"
"5480","Tiefflieger"
"5481","Tiefgang"
"5482","Tiefpunkt"
"5483","Tiefschlag"
"5484","Tiefsinn"
"5485","Tiefstand"
"5486","Tiefstrahler"
"5487","Tiegel"
"5488","Tierarzt"
"5489","Tierfreund"
"5490","Tiergarten"
"5491","Tierhalter"
"5492","Tierpark"
"5493","Tierschutzverein"
"5494","Tierversuch"
"5495","Tierzuechter"
"5496","Tiger"
"5497","Tintenfisch"
"5498","Tintenkuli"
"5499","Tipper"
"5500","Tippfehler"
"5501","Tippzettel"
"5502","Tisch"
"5503","Tischherr"
"5504","Tischler"
"5505","Tischnachbar"
"5506","Titane"
"5507","Titel"
"5508","Titelheld"
"5509","Titeltraeger"
"5510","Titelverteidiger"
"5511","Toast"
"5512","Toaster"
"5513","Tod"
"5514","Todesfall"
"5515","Todeskampf"
"5516","Todeskandidat"
"5517","Todesstoss"
"5518","Todestag"
"5519","Todfeind"
"5520","Toelpel"
"5521","Toepfer"
"5522","Toilettenartikel"
"5523","Toilettenraum"
"5524","Toilettenspiegel"
"5525","Toilettentisch"
"5526","Tomahawk"
"5527","Tonabnehmer"
"5528","Tonfall"
"5529","Tonfilm"
"5530","Topf"
"5531","Topflappen"
"5532","Topograph"
"5533","Topos"
"5534","Tor"
"5535","Torbogen"
"5536","Torf"
"5537","Torfmull"
"5538","Torhueter"
"5539","Torlauf"
"5540","Tormann"
"5541","Tornister"
"5542","Torpedo"
"5543","Torschluss"
"5544","Torwaechter"
"5545","Torwart"
"5546","Torweg"
"5547","Totalisator"
"5548","Totalitarismus"
"5549","Tote"
"5550","Totemismus"
"5551","Totenbaum"
"5552","Totengraeber"
"5553","Totenkopf"
"5554","Totenschaedel"
"5555","Totenschein"
"5556","Totentanz"
"5557","Totschlaeger"
"5558","Totschlag"
"5559","Tourenwagen"
"5560","Tourenzaehler"
"5561","Tourismus"
"5562","Tourist"
"5563","Toxikologe"
"5564","Trab"
"5565","Trabant"
"5566","Traber"
"5567","Traditionalismus"
"5568","Traeger"
"5569","Traeumer"
"5570","Tragiker"
"5571","Tragriemen"
"5572","Train"
"5573","Trainer"
"5574","Trainingsanzug"
"5575","Traktor"
"5576","Traktorist"
"5577","Tram"
"5578","Trampelpfad"
"5579","Tran"
"5580","Trank"
"5581","Transformator"
"5582","Transithandel"
"5583","Transitverkehr"
"5584","Transitzoll"
"5585","Transmissionsriemen"
"5586","Transport"
"5587","Transportarbeiter"
"5588","Transportbehaelter"
"5589","Transporter"
"5590","Transporteur"
"5591","Trapezkuenstler"
"5592","Trapp"
"5593","Traualtar"
"5594","Trauerflor"
"5595","Trauermarsch"
"5596","Trauerrand"
"5597","Trauertag"
"5598","Trauerzug"
"5599","Traum"
"5600","Trauring"
"5601","Trauschein"
"5602","Trauzeuge"
"5603","Trawler"
"5604","Treck"
"5605","Treff"
"5606","Treffer"
"5607","Treffplatz"
"5608","Treffpunkt"
"5609","Treiber"
"5610","Treibhauseffekt"
"5611","Treibriemen"
"5612","Treibstoff"
"5613","Treidel"
"5614","Treidler"
"5615","Trennungsstrich"
"5616","Treppenabsatz"
"5617","Treppenwitz"
"5618","Treuhaender"
"5619","Trichter"
"5620","Trickfilm"
"5621","Trieb"
"5622","Triebwagen"
"5623","Triller"
"5624","Trinkbecher"
"5625","Trinker"
"5626","Trinkspruch"
"5627","Tritt"
"5628","Triumphator"
"5629","Triumphbogen"
"5630","Triumphzug"
"5631","Troedel"
"5632","Troedelladen"
"5633","Troedler"
"5634","Trog"
"5635","Trommelrevolver"
"5636","Trommelschlag"
"5637","Trommelwirbel"
"5638","Trommler"
"5639","Trompetenstoss"
"5640","Trompeter"
"5641","Tropenanzug"
"5642","Tropenhelm"
"5643","Tropf"
"5644","Tropfen"
"5645","Tropfstein"
"5646","Tross"
"5647","Trost"
"5648","Trostpflaster"
"5649","Trostpreis"
"5650","Trott"
"5651","Trottel"
"5652","Trotz"
"5653","Truebsinn"
"5654","Truemmergrundstueck"
"5655","Truemmerhaufen"
"5656","Trug"
"5657","Trugschluss"
"5658","Trumpf"
"5659","Trunk"
"5660","Trunkenbold"
"5661","Trupp"
"5662","Truppenfuehrer"
"5663","Truthahn"
"5664","Tueftler"
"5665","Tuell"
"5666","Tuemmler"
"5667","Tuempel"
"5668","Tuerfluegel"
"5669","Tuergriff"
"5670","Tuerhueter"
"5671","Tuerkenbund"
"5672","Tuerrahmen"
"5673","Tuerspalt"
"5674","Tuersteher"
"5675","Tuff"
"5676","Tugendbold"
"5677","Tugendwaechter"
"5678","Tummelplatz"
"5679","Tupf"
"5680","Tupfen"
"5681","Tupfer"
"5682","Turban"
"5683","Turbogenerator"
"5684","Turbokompressor"
"5685","Turm"
"5686","Turmbau"
"5687","Turner"
"5688","Turnlehrer"
"5689","Turnschuh"
"5690","Turnvater"
"5691","Turnverein"
"5692","Tusch"
"5693","Tuschkasten"
"5694","Tutor"
"5695","Typenhebel"
"5696","Typhus"
"5697","Typus"
"5698","Uebeltaeter"
"5699","Ueberbau"
"5700","Ueberblick"
"5701","Ueberbringer"
"5702","Ueberdruck"
"5703","Ueberdruss"
"5704","Uebereifer"
"5705","Ueberfall"
"5706","Ueberfleiss"
"5707","Ueberfluss"
"5708","Uebergang"
"5709","Uebergangsmantel"
"5710","Uebergangszustand"
"5711","Uebergriff"
"5712","Ueberhang"
"5713","Ueberlaeufer"
"5714","Uebermensch"
"5715","Uebermut"
"5716","Uebername"
"5717","Ueberpreis"
"5718","Ueberrest"
"5719","Ueberschlag"
"5720","Ueberschuss"
"5721","Ueberschwang"
"5722","Ueberseedampfer"
"5723","Uebersetzer"
"5724","Uebertraeger"
"5725","Uebertrag"
"5726","Ueberweg"
"5727","Ueberwinder"
"5728","Ueberziehungskredit"
"5729","Ueberzug"
"5730","Uebungsplatz"
"5731","Uhrmacher"
"5732","Uhrzeiger"
"5733","Uhrzeigersinn"
"5734","Uhu"
"5735","Ulan"
"5736","Ulk"
"5737","Ultimo"
"5738","Ultrakurzwellensender"
"5739","Ultraschall"
"5740","Umbau"
"5741","Umbruch"
"5742","Umfang"
"5743","Umformer"
"5744","Umgang"
"5745","Umhang"
"5746","Umkleideraum"
"5747","Umkreis"
"5748","Umlauf"
"5749","Umlegekragen"
"5750","umriss"
"5751","Umritt"
"5752","Umsatz"
"5753","Umschlag"
"5754","Umschlagplatz"
"5755","Umschwung"
"5756","Umstand"
"5757","Umsteiger"
"5758","Umstellungsprozess"
"5759","Umsturz"
"5760","Umtausch"
"5761","Umtrieb"
"5762","Umtrunk"
"5763","Umweg"
"5764","Umweltschutz"
"5765","Umwohner"
"5766","Umzug"
"5767","Undank"
"5768","Unfall"
"5769","Unfalltod"
"5770","Unfallwagen"
"5771","Unfriede"
"5772","Unfrieden"
"5773","Unfug"
"5774","Ungehorsam"
"5775","Ungeist"
"5776","Unglaube"
"5777","Unglauben"
"5778","Ungluecksfall"
"5779","Unionist"
"5780","Universitaetsprofessor"
"5781","Unkenruf"
"5782","Unkostenbeitrag"
"5783","Unmensch"
"5784","Unmut"
"5785","Unrat"
"5786","Unruheherd"
"5787","Unruhestifter"
"5788","Unsicherheitsfaktor"
"5789","Unsinn"
"5790","Unterarm"
"5791","Unterbau"
"5792","Unterbrecher"
"5793","Unterdruck"
"5794","Unterfuehrer"
"5795","Untergang"
"5796","Untergrund"
"5797","Unterhaendler"
"5798","Unterhalt"
"5799","Unterhalter"
"5800","Unterhaltungsroman"
"5801","Unterhaltungsteil"
"5802","Unterkiefer"
"5803","Unterkoerper"
"5804","Unterlass"
"5805","Unterlauf"
"5806","Unterleib"
"5807","Untermensch"
"5808","Untermieter"
"5809","Unternehmensleiter"
"5810","Unternehmer"
"5811","Unternehmergeist"
"5812","Unternehmungsgeist"
"5813","Unteroffizier"
"5814","Unterricht"
"5815","Unterrichtsgegenstand"
"5816","Unterrock"
"5817","Untersatz"
"5818","Unterschenkel"
"5819","Unterschied"
"5820","Unterschiedsbetrag"
"5821","Unterschlupf"
"5822","Unterstaatssekretaer"
"5823","Unterstand"
"5824","Unterstuetzungsempfaenger"
"5825","Untersuchungsausschuss"
"5826","Untertagearbeiter"
"5827","Untertan"
"5828","Untertitel"
"5829","Unterton"
"5830","Unterzeichner"
"5831","Unverstand"
"5832","Unwert"
"5833","Unwille"
"5834","Unwillen"
"5835","Ur"
"5836","Uradel"
"5837","Uranus"
"5838","Ureinwohner"
"5839","Urenkel"
"5840","Urgrossvater"
"5841","Urheber"
"5842","Urin"
"5843","Urlaub"
"5844","Urlauber"
"5845","Urlaubstag"
"5846","Urmensch"
"5847","Urologe"
"5848","Urquell"
"5849","Ursprung"
"5850","Urteilsspruch"
"5851","Urtext"
"5852","Urtyp"
"5853","Urvater"
"5854","Urwald"
"5855","Urzustand"
"5856","Usurpator"
"5857","Utopismus"
"5858","Utopist"
"5859","Vagant"
"5860","Valor"
"5861","Vasall"
"5862","Vater"
"5863","Vaterlandsverteidiger"
"5864","Vatermoerder"
"5865","Vegetarier"
"5866","Vegetarismus"
"5867","Ventilator"
"5868","Venusberg"
"5869","Veraechter"
"5870","Veranlasser"
"5871","Veranstalter"
"5872","Verband"
"5873","Verbandskasten"
"5874","Verbesserer"
"5875","Verbesserungsvorschlag"
"5876","Verbindungsmann"
"5877","Verbleib"
"5878","Verbrauch"
"5879","Verbraucher"
"5880","Verbrecher"
"5881","Verbreiter"
"5882","Verbrennungsmotor"
"5883","Verbund"
"5884","Verdacht"
"5885","Verdachtsgrund"
"5886","Verderb"
"5887","Verdichter"
"5888","Verdiener"
"5889","Verdienst"
"5890","Verdienstausfall"
"5891","Verdruss"
"5892","Verehrer"
"5893","Verein"
"5894","Verfall"
"5895","Verfasser"
"5896","Verfassungsschutz"
"5897","Verfechter"
"5898","Verfolg"
"5899","Verfolger"
"5900","Verfolgungswahn"
"5901","Verfrachter"
"5902","Verfuehrer"
"5903","Vergaser"
"5904","Vergleich"
"5905","Verhaltensmuster"
"5906","Verhandlungspartner"
"5907","Verhau"
"5908","Verkaeufer"
"5909","Verkauf"
"5910","Verkaufspreis"
"5911","Verkehr"
"5912","Verkehrsdelikt"
"5913","Verkehrsstau"
"5914","Verkehrsunfall"
"5915","Verlader"
"5916","Verlag"
"5917","Verlass"
"5918","Verlauf"
"5919","Verleger"
"5920","Verleih"
"5921","Verleiher"
"5922","Verleumder"
"5923","Verlierer"
"5924","Verlobungsring"
"5925","Verlust"
"5926","Vermerk"
"5927","Vermieter"
"5928","Vermisste"
"5929","Vermittler"
"5930","Vernichtungslager"
"5931","Verputz"
"5932","Verraeter"
"5933","Verrat"
"5934","Verruf"
"5935","Vers"
"5936","Versager"
"5937","Versand"
"5938","Versandhandel"
"5939","Verschlag"
"5940","Verschleiss"
"5941","Verschluss"
"5942","Verschnitt"
"5943","Verschwender"
"5944","Verschwoerer"
"5945","Versfuss"
"5946","Versicherer"
"5947","Versicherungsbetrug"
"5948","Versicherungsfall"
"5949","Versorger"
"5950","Versprecher"
"5951","Verstaerker"
"5952","Verstand"
"5953","Versteigerer"
"5954","Verstoss"
"5955","Versuch"
"5956","Versucher"
"5957","Verteidiger"
"5958","Verteidigungsminister"
"5959","Verteiler"
"5960","Vertrag"
"5961","Vertragsabschluss"
"5962","Vertragsbruch"
"5963","Vertrauensarzt"
"5964","Vertrauensbruch"
"5965","Vertreter"
"5966","Vertrieb"
"5967","Vervielfaeltigungsapparat"
"5968","Verwalter"
"5969","Verwaltungsaufwand"
"5970","Verwaltungsdienst"
"5971","Verweis"
"5972","Verwendungszweck"
"5973","Verweser"
"5974","Verwesungsgeruch"
"5975","Verwundete"
"5976","Verzehr"
"5977","Verzicht"
"5978","Verzug"
"5979","Vetter"
"5980","Viehbestand"
"5981","Viehwagen"
"5982","Viehzuechter"
"5983","Vielfrass"
"5984","Vierbeiner"
"5985","Vierer"
"5986","Vierjahresplan"
"5987","Vierkant"
"5988","Vierzeiler"
"5989","Violinist"
"5990","Visumzwang"
"5991","Vizekanzler"
"5992","Vizepraesident"
"5993","Voelkerbund"
"5994","Vogel"
"5995","Volksfeind"
"5996","Volksmund"
"5997","Volksschueler"
"5998","Volksschullehrer"
"5999","Volkssport"
"6000","Volkstanz"
"6001","Volksvertreter"
"6002","Volkswagen"
"6003","Vollbart"
"6004","Vollbesitz"
"6005","Vollblueter"
"6006","Volldampf"
"6007","Vollmond"
"6008","Volltreffer"
"6009","Vollzug"
"6010","Vorabend"
"6011","Vorbau"
"6012","Vorbedacht"
"6013","Vorbehalt"
"6014","Vorbeimarsch"
"6015","Vorbereitungsdienst"
"6016","Vorbereitungskurs"
"6017","Vorbereitungskursus"
"6018","Vorbericht"
"6019","Vorbescheid"
"6020","Vorblick"
"6021","Vorbote"
"6022","Vordergrund"
"6023","Vorderlader"
"6024","Vordermann"
"6025","Vordersitz"
"6026","Vordruck"
"6027","Vorfahr"
"6028","Vorfall"
"6029","Vorfilm"
"6030","Vorfruehling"
"6031","Vorfuehrer"
"6032","Vorgaenger"
"6033","Vorgang"
"6034","Vorgarten"
"6035","Vorgeschmack"
"6036","Vorhalt"
"6037","Vorhang"
"6038","Vorhof"
"6039","Vorkaempfer"
"6040","Vorkauf"
"6041","Vorlaeufer"
"6042","Vorlauf"
"6043","Vorleser"
"6044","Vormann"
"6045","Vormarsch"
"6046","Vormensch"
"6047","Vormittag"
"6048","Vormonat"
"6049","Vormund"
"6050","Vorname"
"6051","Vorort"
"6052","Vorplatz"
"6053","Vorposten"
"6054","Vorrang"
"6055","Vorrat"
"6056","Vorratsraum"
"6057","Vorraum"
"6058","Vorredner"
"6059","Vorsatz"
"6060","Vorschein"
"6061","Vorschlag"
"6062","Vorschlaghammer"
"6063","Vorschub"
"6064","Vorschuss"
"6065","Vorsitz"
"6066","Vorsitzer"
"6067","Vorsommer"
"6068","Vorspruch"
"6069","Vorsprung"
"6070","Vorstand"
"6071","Vorsteher"
"6072","Vorstoss"
"6073","Vortag"
"6074","Vorteil"
"6075","Vortrag"
"6076","Vortrieb"
"6077","Vorturner"
"6078","Vorvater"
"6079","Vorverkauf"
"6080","Vorwand"
"6081","Vorwurf"
"6082","Vorzug"
"6083","Vorzugspreis"
"6084","Vulkaniseur"
"6085","Vulkanismus"
"6086","Wachdienst"
"6087","Wachhabende"
"6088","Wachmann"
"6089","Wacholder"
"6090","Wacholderschnaps"
"6091","Wachtmeister"
"6092","Wachtposten"
"6093","Wachtturm"
"6094","Wadenkrampf"
"6095","Waechter"
"6096","Waehler"
"6097","Waelzer"
"6098","Waermegrad"
"6099","Waerter"
"6100","Waeschekorb"
"6101","Waffenbesitz"
"6102","Waffenbruder"
"6103","Waffenschein"
