phon,Freq
r&s@ndIskriminirUN,11
r&s@nh&s,5
r&s@nkUnd@,1
r&s@nmErkmal,2
r&s@+ert,2
r&st,11
r&st@r,3
r&sthBs,14
r&stpl&=,8
r&stStEt@,10
rat,669
rat@,51
rat@n,29
rat@nkBf,2
rat@n=alUN,6
ratgeb@r,31
ratgeb@rIn,1
rathBs,180
rathBszal,5
r&tifik&=ion,12
r&tifi=irUN,110
r&=ion,10
r&=ionalizirUN,140
r&=ionalIsmUs,20
r&=ion&lIst,3
r&=ionalitAt,6
r&=ionirUN,12
ratlozIxkWt,18
ratSlak,60
ratSlUs,5
ra=hEr,10
ra=kEl@r,6
ra=zI=UN,8
ra=fErz&mlUN,2
r&t@,41
r&t@nfEN@r,7
r&t@ngIft,3
r&t@nSv&n=,4
rBp,41
rBpfIS,1
rBpgir,2
rBpmLrd@r,1
rBpmOrt,5
rBprIt@r,1
rBptir,23
rBpyb@rf&l,20
rBpfog@l,6
rBp=uk,10
rBx,80
rBx&p=uk,1
rBxbOmb@,3
rBx@r,30
rBx@rhust@n,3
rBxfan@,5
rBxgas,1
rBxzXl@,2
rBxz&l~,2
rBxtab&k,1
rBxfErbot,8
rBxvar@,2
rBxvOlk@,6
rBfbOlt,2
rBf@rW,2
rBm,1338
rBmbIlt,3
rBmfar@r,14
rBmfart,32
rBmfar=Xk,9
rBmInh&lt,1
rBmm&N@l,1
rBmOrdnUN,11
rBmSIf,134
rBmSIffart,1
rBmzOnd@,2
rBmSt&=ion,13
rBp@,5
rBp@nkEt@,1
rBp@nSlEp@r,8
rBS,28
rBS@r,8
rBSgIft,6
rBsSmIs,1
rBt@,1
re,3
reagEns,2
re&gEn=,1
re&gEn=glas,5
re&k=ion,334
re&k=ionAr,28
re&k=ions=Wt,1
re&ktivirUN,1
re&ktOr,46
real,30
real,37
real,30
real,37
realWnkOm@n,4
realgYmnaziUm,1
re&liz&=ion,3
realizirbarkWt,1
realizirUN,67
realIsmUs,72
re&lIst,28
re&lIstIk,5
realitAt,323
reallon,8
realpolitik,8
realSul@,24
reb@,11
rebElion,26
reb@nz&ft,1
rephun,1
replBs,1
repStOk,1
rEx@n,5
rEx@nBfgab@,4
rEx@nm&Sin@,25
rEx@nS&ft,71
rEx@nSib@r,5
rEx@nStUnd@,1
reSErS@,6
rExn@r,11
rExn@rW,2
rExnUN,318
rExt,1554
rExtEk,4
rExtfErtIgUN,50
rExtglXbIxkWt,2
rExthab@rW,5
rExtlIxkWt,8
rExtlozIxkWt,3
rExtmAsIxkWt,11
rEx=&ng@leg@nhWt,2
rEx=&nvEltIn,3
rEx=&nv&lt,182
rEx=Bs@n,27
rEx=bWSt&nt,4
rExtS&f@nhWt,2
rExtSrWbUN,9
rEx=Em+Ind@n,2
rEx=f&l,2
rEx=g@SIxt@,2
rEx=gYltIxkWt,6
rEx=hEnd@r,1
rEx=kr&ft,11
rEx=lag@,16
rEx=ler@,1
rEx=p&rtW,6
rExtSprExUN,32
rEx=SU=,20
rEx=Stat,34
rEx=StElUN,5
rEx=fErfar@n,3
rEx=fErlE=UN,2
rEx=vIs@nS&ft,7
rEk,20
red&ktTr,77
red&ktTrIn,1
red&k=ion,211
red&k=ionsSlUs,19
red@,1035
red@frWhWt,3
red@kUnst,1
red@nsart,22
red@rW,4
red@Sv&l,1
red@vEndUN,9
retlIxkWt,17
redn@r,163
retzelIxkWt,1
redu=irUN,31
red@,7
red@r,63
red@rW,47
rep@rban,1
referat,135
referEndar,16
referEndUm,7
referEnt,63
referEntIn,1
referEn=,79
reflEkt&nt,2
reflEktOr,2
reflEks,16
reflEksb@vegUN,1
reflEksion,31
reflEksifpronom@n,7
refOrm&=ion,14
refOrmatOr,4
refOrmhBs,3
refOrmIsmUs,2
refOrmIst,4
regal,28
reg@l,504
reg@lmAsIxkWt,18
reg@lUN,360
reg@lvidrIxkWt,1
reg@n,285
reg@nbog@n,5
reg@nd&x,1
regener&=ion,5
reg@nf&l,1
reg@ngUs,2
reg@nm&nt@l,19
reg@nSB@r,12
reg@nSIrm,25
regEnt,39
reg@ntak,5
reg@ntrO+@n,4
regEntS&ft,12
reg@n=Wt,29
reZi,138
reZi&sIstEnt,2
regirUN,3093
regirUNsb@=Irk,18
regirUNsko&li=ion,33
regirUNsp&rtW,61
regirUNszI=,4
regirUNsSprEx@r,57
regirUNs=Wt,7
regimEnt,26
regimEn=kOm&ndTr,4
region,94
regionalliga,31
regIstratOr,2
regIstrirUN,17
regl@mEntirUN,5
regl@r,4
rekzamkWt,3
regularitAt,7
regul&=ion,1
regul&tif,5
regulatOr,2
regulirUN,14
regUN,34
re,28
reh&bilit&=ion,14
reh&bilitirUN,10
rWb@,2
rWpWz@n,1
rWb@rW,8
rWbUN,11
rWbUNsvid@rSt&nt,1
rWx,424
rWxh&ltIxkWt,2
rWxsadl@r,1
rWxsk&n=l@r,42
rWxsm&rk,12
rWxsprEzidEnt,28
rWxstak,126
rWxsver,23
rWxtum,113
rWxvWt@,36
rWf,63
rWf@,32
rWf@n,34
rWf@pryfUN,7
rWf@=Wt,1
rWf@=XknIs,1
rWfUN,1
rWg@n,10
rW@,916
rW@n,86
rW@nfOlg@,83
rW@r,9
rWUN,36
rWm,41
rWm@r,2
rWmvOrt,3
rWn,4
rWn@,3
rWnWnnam@,1
rWn@m&x@frB,1
rWn@m&x@n,1
rWnErlTs,5
rWnErtrak,3
rWnf&l,3
rWng@vIn,92
rWnh&ltUN,12
rWnhWt,37
rWnIgUN,48
rWnIgUNsmIt@l,4
rWnkUltur,4
rWnm&x@frB,1
rWnSrIft,1
rWs,285
rWs,197
rWs,285
rWs,197
rWsbB,1
rWz@,273
rWz@&potek@,1
rWz@b@glWt@r,7
rWz@b@rIxt,5
rWz@b@SrWbUN,1
rWz@byro,75
rWz@fyr@r,7
rWz@gElt,2
rWz@g@pEk,4
rWz@g@zElS&ft,7
rWz@lEktyr@,1
rWz@nd@,91
rWz@p&s,17
rWz@rW,2
rWz@rut@,6
rWz@SEk,3
rWz@SIld@rUN,1
rWz@SrWpm&Sin@,3
rWz@fErker,14
rWz@=Wt,5
rWz@=il,17
rWsfElt,3
rWzIx,1
rWsBs,2
rWsbrEt,9
rWs@n,10
rWs@r,3
rWsfed@r,1
rWslWn@,1
rWsfErSlUs,12
rWtban,2
rWt@r,143
rWt@r&ngrIf,1
rWt@rW,10
rWt@rIn,4
rWt@rregimEnt,1
rWt@rsm&n,1
rWthoz@,4
rWtler@r,1
rWt+ert,9
rWttUrnir,15
rWtvek,1
rW=,79
rW=barkWt,4
rW=klima,1
rW=SvEl@,2
rW=UN,6
rekl&m&=ion,5
reklam@,30
reklam@pl&kat,3
reklam@trOm@l,1
rekOnstrUk=ion,48
rekOnv&lEs=En=,1
rekOrtb@zux,3
rekOrtfErzux,7
rekOrt=Wt,27
rekre&=ion,1
rEktOr,104
rEktorat,7
rEktora=red@,1
rEktor@nkOnferEn=,27
rel&tif,2
rel&tivitAt,9
rel&tivitA=teori,22
rel&tifpronom@n,2
releg&=ion,1
relev&n=,8
religion,120
religionsfrWhWt,3
religionsg@mWnS&ft,7
religionsg@SIxt@,1
religionskrik,4
religionsler@r,4
religionsUnt@rrIxt,10
religionsvIs@nS&ft,3
religiozitAt,5
relIN,2
remedur,1
remilitarizirUN,53
remItEnd@,1
rEmp@lW,2
rEn,6
rEnban,8
rEnbot,1
rEn@n,240
rEn@r,20
rEnfar@r,41
rEn+ert,3
rEnrat,10
rEnrWt@r,1
rEnSt&l,8
rEnvag@n,8
renovirUN,13
rEnt&bilitAt,42
rEnt@,216
rEnt@nEm+EN@r,4
rEnt@nm&rk,4
rEnt@nm&rkt,60
rEnt@nrefOrm,5
rEnt@nfErzIx@rUN,75
rEnt@n=alUN,4
rEntie,1
rEntie,1
rEntn@r,120
rEntn@rIn,12
reOrg&niz&=ion,16
reOrg&nizatOr,1
rep&r&=ion,21
rep&r&=ionslWstUN,2
rep&r&tur,99
rep&triirUN,11
repetitOr,1
repOrtaZ@,56
repOrt@r,52
reprEzEnt&nt,115
reprEzEnt&nt@nhBs,24
reprEzEnt&ntIn,3
reprEzEnt&=ion,14
reprEsion,2
repriv&tizirUN,1
reprodUk=ion,29
reprodUk=ionstExnIk,2
repUblikan@r,51
repUblik&nIsmUs,1
repUblikflUxt,1
rekvizi=ion,1
rezErvat,9
rezErv&=ion,5
rezErv@,172
rezErv@f~,1
rezErv@Ofi=ir,5
rezErvirthWt,1
rezErvirUN,2
rezErvIst,19
rezidEnt,1
rezidEn=,76
rezidEn=St&t,1
rezidEn=teat@r,5
rezIgn&=ion,26
rezIstEn=,4
rezon&n=,28
rezon&n=bod@n,1
rezo=ializirUN,6
respEktirUN,10
respEktlozIxkWt,1
respEk=pErzon,2
rEst,364
restorq,180
restBr&=ion,23
restBr&=ions&rbWt,3
restBratOr,5
restBrirUN,12
rEstb@St&nt,3
restrIk=ion,20
rEstzUm@,1
rezUltat,137
rEt@r,26
rEt@rIn,2
rEtUN,163
rEtUNs&k=ion,13
rEtUNs&Nk@r,1
rEtUNsbot,9
rEtUNsdinst,20
rEtUNsm&nS&ft,9
rEtUNsSvIm@n,2
retUS@,1
retUSTr,1
rX@,30
reunion,2
rXz@,2
revqS@,37
revqS@krik,1
revqSIsmUs,27
revqSIst,41
reverEn=,9
revir,68
revirfLrst@r,15
revizion,66
revizionIsmUs,17
revizionIst,13
revit&lizirUN,1
revOlt@,41
revolu=ionAr,36
r@vybyn@,1
re=EnzEnt,7
re=Enzion,10
re=Ept,78
re=EptblOk,1
re=Ep=ion,6
re=EptOr,2
re=Eptur,4
re=Esion,18
re=it&=ion,1
re=it&tif,2
re=itatOr,2
r&b&rb@r,8
r&psodi,3
rWn,291
rWnlEnd@r,8
rWnl&nt,113
retorIk,11
rXma,28
rXmatik@r,1
ribonukleinzXr@,2
rIxt@r,331
rIxt@r&mt,10
rIxt@rSprUx,6
rIxt@rStul,6
rIxtIxkWt,98
rIxtl&t@,1
rIxtlini@,125
rIxtSnur,11
rIxtUN,729
rIxtUNsvEks@l,1
rIxt=al,4
rix@r,3
rixStOf,1
rit,4
rig@l,20
rimx@n,1
rim@n,4
riz@,20
riz@,20
riz@lfElt,1
riz@nSrIt,5
rigorIsmUs,2
rigorozitAt,1
rIl@,6
rInt,98
rInd@,10
rInd@rpEst,2
rIntflWS,17
rIntfi,8
rIN,275
rINban,1
rIN@l,5
rIN@lrW@n,1
rIN@r,2
rINfIN@r,27
rINkEm+@r,1
rINk&m+,7
rINmB@r,2
rINStras@,8
rINtBS,3
rIn@,4
rInzal,7
rIp@,26
rIp@nbrUx,1
rIp@nfElEnt=YndUN,2
rIp@nStos,5
rIs,50
rita,24
rIt,24
rIt@r,55
rIt@rbUrk,5
rIt@rgut,7
rIt@rlIxkWt,5
rIt@rOrd@n,5
rIt@rS&ft,1
rIt@rSlak,2
rIt@rtum,2
rItmWst@r,6
ritu&lIsmUs,1
rI=@,11
rivalIn,6
riv&litAt,13
rOb@,4
rObOt@r,26
robUsthWt,4
rOk,60
rOk,60
rOkkrag@n,4
rOkzBm,2
rOkSos,3
rOkt&S@,12
rod@l,2
rod@l,2
rod@lban,3
rod@lSlIt@n,2
rLkx@n,3
rTr@,35
rTm@r,120
rTm@rbrif,2
rTm@rIn,5
rTm@rStras@,3
rTm@rtum,2
rLntg@n,16
rLntg@nBfnam@,3
rLntg@nbIlt,4
rLntg@nolog@,1
rLntg@nrTr@,1
rLntg@nUnt@rzuxUN,3
rTslWn,5
rLs@l,1
rLs@lSprUN,1
rTstUN,1
rTt@,7
rog@n,1
rOg@n,122
robB,16
roWz@n,25
roErtrak,31
rohWt,5
rokLstl@r,1
rokOst,1
rolIN,3
rom&terial,14
roTl,17
roprodUkt,2
ror,62
rorbrUx,1
rorkOlb@n,1
rorleg@r,6
rorlWtUN,11
rornE=,1
rorStOk,3
rorStul,2
rozWd@,1
roStal,23
roStOf,145
rotab&k,4
ro=uSt&nt,1
rOllad@n,5
rOlban,7
rOl@,1010
rOl@nfErtWlUN,3
rOl@r,8
rOlfElt,4
rOlkrag@n,2
rOlmOps,1
rOlSu,2
rOlStul,14
rOltrEp@,25
roman,349
roman@,32
romanhElt,2
romanIn,1
romanIst,2
romanlIt@r&tur,2
romanSrWb@r,1
rom&ntIk,74
rom&ntik@r,11
rom&n=@,8
romfart,1
roza,55
roz@,87
roz@nbl&t,2
roz@ndUft,1
roz@ngart@n,9
roz@nkol,14
roz@nkr&n=,6
roz@nmontak,2
roz@nTl,1
roz@nSB,1
rozEt@,2
rozin@,9
rOs,35
rOshar,1
rOsk&stani@,2
rOst,21
rOstflEk,1
rOstSU=mIt@l,1
rot,69
rot&=ion,42
rot&=ionsm&Sin@,1
rotb&rS,22
rotbart,5
rotdOrn,2
rotg&rdIst,9
rotglut,1
rotgUs,1
rothBt,8
rotkEpx@n,4
rotkelx@n,1
rotkol,19
rotkO+,2
rotlIxt,3
rotOr,7
rOt@,2
rotvWn,24
rO=,4
rulEt,2
rulEt@,1
rutin@,23
rutinie,9
ro&j&lIst,4
rubin,10
rUbrik,29
rux,2
rUk,44
rud@l,15
rud@r,21
rud@rbot,2
rud@r@r,13
rud@rhBs,2
rud@rreg&ta,2
rudimEnt,3
rypx@n,6
ryb@,42
ryb@nfElt,4
ryps@n,4
rYk&nzIxt,1
rYk&ntvOrt,1
rYkb@zInUN,1
rYkbIldUN,3
rYkblIk,38
rYkErSt&tUN,4
rYkfart,41
rYkf&l,14
rYkfluk,16
rYkfrag@,7
rYkgab@,27
rYkgENIxm&xUN,2
rYkg&N,130
rYkg@vInUN,3
rYkgrat,19
rYkgrIf,13
rYkh&lt,12
rYkh&nt,5
rYkkBf,17
rYkker,291
rYkkUnft,2
rYklag@,237
rYklBf,2
rYklIxt,2
rYkm&rS,5
rYknam@,8
rYkpOrto,2
rYkrWz@,19
rYkruf,1
rYkSB,23
rYkSlak,51
rYkSlUs,13
rYkSrIt,10
rYkzWt@,43
rYkzEndUN,3
rYkzIxt,198
rYkzIxtnam@,18
rYkzIx=lozIxkWt,13
rYkzI=,4
rYkSpig@l,18
rYkSt&nt,83
rYkStElUN,111
rYkStos,26
rYkStos&ntrip,3
rYktr&nspOrt,4
rYktrIt,165
rYktrI=g@zux,6
rYkfErgytUN,4
rYkfErzIx@rUN,5
rYkvEr=g&N,6
rYkv&nt,4
rYk=alUN,50
rYk=uk,78
ryd@,3
ryg@,21
ryrW,5
ryrUN,22
rYlps,1
rYlps@r,1
ryS@,4
rYs@l,7
rYstIxkWt,2
rYstUN,107
rYstUNsIndUstri,10
rYstUNskOntrOl@,4
rYst=Wt,1
ruf,577
ruf@r,4
rufmOrt,2
rufnam@,2
ruf=Wx@n,3
ru@,441
ru@gElt,4
ru@lozIxkWt,8
ru@pBz@,12
ru@zI=,10
ru@StEt@,14
ru@St&nt,50
ru@StElUN,1
ru@StTr@r,3
ru@StTrUN,2
ru@tak,12
rum,119
rumzUxt,1
rur,119
rurg@bit,130
rurkol@,22
ruin,25
ruin@,90
rUm,16
rUm@l,29
rUm@lpl&=,5
rumor,16
rUmp@l,1
rUmp@l,1
rUmp@lk&m@r,3
rUm+,35
r&n,7
rUnt,186
rUntb&Nk,1
rUntblIk,4
rUnd@,174
rUntfart,10
rUntfluk,5
rUntfrag@,2
rUntfUNk,313
rUntfUNk&p&rat,5
rUntfUNkg@byr,1
rUntfUNkzEnd@r,18
rUntfUNk=WtSrIft,1
rUntg&N,28
rUntrWz@,15
rUntSrWb@n,31
rUndUN,5
run@,4
run@nStWn,3
rUNk@lryb@,2
rUn=@l,1
rus,9
rUsIn,4
rUsIS@,10
rut@,7
rut@ngEN@r,1
rUJ,8
rUJ@,6
rUJ@rW,1
Es,220
zal,245
zarg@bit,21
zat,32
zatgut,20
zatk&rtOf@l,6
zatkOrn,1
z&botaZ@,45
z&botaZ@&kt,4
z&botTr,19
z&xb@&rbWt@r,37
z&xb@&rbWt@rIn,13
z&xb@SAdIgUN,8
z&xbux,4
z&x@,1558
z&xg@bit,15
z&xkEntnIs,32
z&xkUnd@,19
z&xlag@,26
z&xlIxkWt,27
z&xregIst@r,1
z&xfErh&lt,83
z&xfErzIx@rUN,4
z&xfErSt&nt,11
z&x=uz&m@nh&N,1
z&k,102
z&kg&s@,40
z&khY+@n,2
z&klWn@n,1
z&ktux,1
zAb@l,17
zEkx@n,1
zAg@,15
zAg@mel,5
zAg@rW,6
zAg@vErk,11
zEkul&riz&=ion,6
zEkularizirUN,10
zAlx@n,2
zEnft@,2
zEN@r,72
zEN@rbUnt,3
zEN@rkor,2
zEN@rIn,18
zEN@rS&ft,1
zEtIgUN,7
zEtIgUNsgrat,1
zE=x@n,4
zXb@rUN,12
zXb@rUNs&k=ion,5
zXf@r,8
zXg@r,1
zXg@tir,17
zXklIN,37
zXklINshWm,1
zXklINs+leg@,1
zXklINsSvEst@r,1
zXklINsStErplIxkWt,5
zXlx@n,1
zXl@,74
zXl@ng&N,1
zXl@nh&l@,2
zXmnIs,1
zXr@,12
zXr@g@h&lt,1
zef,1
z&fr&n,1
z&ft,31
zaga,2
zag@,37
zan@,33
zan@kEnx@n,1
zEz~&rbWt,1
zEz~b@trip,2
zEz~ErLfnUN,4
zWt@,12
zWt@nSpil,1
z&l&m&nd@r,10
z&lat+l&n=@,1
z&lb@,6
z&lbUN,1
z&ldirUN,1
z&lm,2
z&lmi&klTzUN,1
z&l~lTv@,1
z&lpet@rzXr@,3
z&lto,15
z&lv@,15
z&l=,68
z&l=gUrk@,1
z&l=herIN,2
z&l=lak@,2
z&l=lTzUN,1
z&l=zXl@,2
z&l=zXr@,5
z&l=ze,3
z&l=v&s@r,3
z&mba,2
zam@,11
zam@n,9
zam@nkOrn,4
zam@n=El@,2
z&m@lb&nt,16
z&m@lb@grIf,8
z&m@lb@StElUN,1
z&m@lbYks@,3
z&m@lnam@,2
z&m@lnUm@r,6
z&m@lpl&=,2
z&m@lStEl@,9
z&m@t,6
z&ml@r,23
z&mlUN,124
z&mt,8
z&mth&ntSu,4
z&mtklWt,1
z&nt,184
z&ntban,1
z&ntb&Nk,6
z&ntbod@n,6
z&ntbUrk,2
z&ntgrub@,2
z&nthBf@n,3
z&ntk&st@n,6
z&ntkux@n,1
z&ntp&pir,1
z&ntStWn,8
z&ntStr&nt,15
z&ntur,5
z&nfthWt,2
z&nftmut,4
z&N,6
z&N@slUst,2
z&nirUN,33
z&nirUNsplan,1
z&nitAt,1
z&nitAt@r,12
z&nitA=Bto,2
z&nitA=dinst,1
z&nitA=Ofi=ir,2
z&nitA=vag@n,4
z&rk,95
zari,1
z&rk&smUs,6
zat&n,49
z&tElit@nban,12
z&tElit@nStat,18
z&t0,1
z&tir@,9
z&tirik@r,3
z&t@l,75
z&t@ld&x,2
z&t@lgUrt,1
z&t@l+ert,2
z&t@lt&S@,4
z&tl@r,6
z&tl@rW,1
z&tl@rmWst@r,1
z&=,979
z&=bB,8
z&=g@fyg@,12
z&=glit,18
z&=ler@,1
z&=tWl,3
z&=UN,87
z&==Wx@n,3
z&==uz&m@nh&N,1
zB,10
zBb@rkWt,32
zB@r,14
zB@r&m+@r,4
zB@rbrat@n,1
zB@rW,1
zB@rkol,6
zB@rkrBt,17
zB@rmIlx,9
zB@rStOf,63
zB@rStOffl&S@,1
zB@rStOfg@rAt,2
zB@rStOfm&N@l,3
zB@rStOf=ufur,1
zB@rtWk,6
zBf@rW,4
zBkror,4
zBm,15
zBna,68
zBs,1
zBSt&l,2
zBvEt@r,1
z&ksofonIst,1
skala,18
Sab@,6
Sab@flWS,2
Sab@rn&k,3
S&blon@,11
S&x,61
S&xbrEt,4
S&x@r,2
S&xfigur,5
S&xmWst@r,4
S&xmWst@rS&ft,2
S&xp&rti,1
S&xSpil,6
S&xSpil@r,10
S&xt,53
S&xtUrnir,4
S&x=uk,9
Sad@n,259
Sad@nErz&=,26
Sad@nfrXd@,17
Sath&ftIxkWt,1
SatInzEkt,1
SatStOf,5
SExt@lx@n,2
SAd@l,65
SAd@lbrUx,10
SAdIgUN,30
SAtlIxkWt,4
SAtlIN,14
SAtlINsb@kEm+UN,7
SAtlINsb@kEm+UNsmIt@l,6
SAfx@n,10
SAf@r,25
SAf@rhUnt,12
SAf@rk&r@n,10
SAf@rSpil,1
SAflWn,2
SAlx@n,2
SEnd@r,1
SEntlIxkWt,2
SEndUN,5
SErf@,68
SErfUN,1
SErp@,4
SE=x@n,4
SE=prWs,1
SE=UN,95
Saf,83
SafbOk,1
SaffEl,4
S&f@nsdr&N,1
S&f@nsfrXd@,2
S&f@nskr&ft,12
S&fn@r,16
S&fn@rIn,1
S&fUN,247
Safg&rb@,1
Safherd@,11
SafhIrt,1
Safled@r,1
S&fOt,3
SafpEl=,4
SafskO+,1
S&ft,9
Sa,54
S&kal,10
Sal,12
Sal@,49
Sal@nopst,1
S&lk,89
S&l,2
S&lg@SvIndIxkWt,8
S&lmB@r,7
S&lpl&t@,65
S&lvEl@,7
Salopst,1
S&lOt@,2
S&lt&nlag@,9
S&ltbrEt,1
S&lt@r,51
S&lt@rb@&mt@,5
S&lt@rh&l@,15
S&ltheb@l,5
S&ltUN,21
S&ltvErk,1
SalUN,1
Sam,36
S&m&nIsmUs,1
Samg@fyl,2
Samhar,2
Samh&ftIxkWt,1
SamlozIxkWt,2
SamrTt@,6
S&nd@,57
S&nttat,3
S&Nk,1
S&NkStub@,1
S&NktIS,3
S&NkvIrt,2
S&n=@,6
Sar,61
S&rfblIk,4
S&rfWnStElUN,1
S&rfSY=@,1
S&rfzIn,6
S&rl&x,1
S&rm,5
S&r@,1
S&r@n,1
S&rt@,7
S&t@n,286
S&t@nbIlt,1
S&t@nd&sWn,6
S&t@nk&binEt,4
S&t@nrWx,1
S&t@nzWt@,10
S&t@nSpil,1
S&tirUN,19
S&tUl@,3
S&=,97
S&=grAb@r,2
S&=k&m@r,7
S&=mWst@r,4
SB,81
SBbud@,2
SBbyn@,9
SBd@r,14
SB@r,37
SB@r,37
SBf@l,25
SBf@lbl&t,1
SBf@lrat,8
SBfEnst@r,105
SBfEnst@rdekor&tTr,1
SBfEnst@rdekor&=ion,2
SBfEnst@rpUp@,3
SBk@l,7
SBk@lW,1
SBk@l+ert,4
SBlBf@n,1
SBlUst,1
SBlUstIg@,9
SBm,22
SBmStOf,3
SBmvWn,1
SBSpil,89
SBSpil@r,188
SBSpil@rW,2
SBSpil@rIn,58
SBSpilhBs,62
SBStEl@r,1
SEk,60
SEf@l,2
SWpx@n,3
SWb@,112
SWb@nbrEmz@,14
SWb@nvIS@r,6
SWx,9
SWd@,7
SWd@v&nt,2
SWd@vek,3
SWdUN,69
SWdUNsgrUnt,8
SWdUNspro=Es,2
SWdUNsUrtWl,3
SWk,1
SWn,131
SWn&rxitEktur,1
SWnblyt@,1
SWng@fExt,1
SWngrUnt,1
SWnhWlIxkWt,3
SWntot,1
SWnvElt,1
SWnvErf@r,64
SWs@,8
SWs@r,1
SWt@l,15
SWt@lpUNkt,2
SWt@rhBf@n,7
SElf,2
SEl@,15
SElfIS,14
SElm,5
SElm@nStrWx,1
SElt@,5
SEltvOrt,1
Sema,48
Sem@l,12
Sem@n,3
SENk,2
SENk@,8
SENk@l,26
SENkStub@,1
SENkUN,16
SErb@,41
Ser@,26
Ser@nSnIt,4
Ser@r,5
Ser@rW,2
SErflWn,5
SErg@,6
SEr=,61
SEr=vOrt,2
SX,39
SX@rz&nt,1
SX@rtux,1
SXkl&p@,5
SXn@,39
SXzal,8
SXslIxkWt,4
Si,10
SIxt,308
SIxt&rbWt,2
SIxtlon,1
SIxtvEks@l,4
SIk,4
SIklIxkWt,2
SIkzal,546
SIkzalsfrag@,10
SIkzalsg@mWnS&ft,3
SIkzalsSlak,6
Sib@d&x,31
Sib@fEnst@r,2
Sib@r,20
Sib@rW,1
Sib@tyr,7
SibUN,3
Si=g@rIxt,13
Si=m&n,1
Si=rIxt@r,174
Si=rIxt@rStul,1
Sif@r,1
Sif@rd&x,3
Sif@rg@bIrg@,1
Sif@rtaf@l,6
SinbWn,8
Sin@,49
Sin@nban,1
Sin@nfar=Xk,8
Sin@nvek,9
SisBsbIldUN,1
SisWz@n,9
Sis@rW,12
Sisg@ver,1
Sispl&=,3
SispUlf@r,6
SisS&rt@,7
SisSWb@,4
SisSpOrt,4
SisSt&nt,13
SIf,575
SIffart,46
SIffar=g@zElS&ft,1
SIffar=lini@,6
SIffar=Stras@,2
SIfbB,29
SIfbrUx,9
SIfbrYxIg@,31
SIfx@n,4
SIf@r,17
SIfsar=t,1
SIfsbB,2
SIfsb@z&=UN,2
SIfsWgn@r,2
SIfsjUN@,2
SIfsk&pitAn,1
SIfskLrp@r,5
SIfsmakl@r,1
SIfsrWz@,8
SIfsrUm+,2
SIfsfErker,8
SIfsvErft,11
SIfs=Im@rm&n,1
SIlt,77
SIlt,38
SIlt,77
SIlt,38
SIltdryz@,2
SIltdryz@nhOrmon,4
SIld@rUN,52
SIld@rv&lt,1
SIltkrTt@,32
SIltkrTt@nzUp@,1
SIltv&x@,1
SIlf,27
SIlfror,1
SIl@r,115
SIlIN,30
SIm@l,13
SIm@lpIl=,1
SIm@r,20
SImp&nz@,12
SIm+,7
SIm+vOrt,9
SInd@l,1
SInd@r,2
SInd@rW,5
SIntlud@r,1
SINk@n,18
SIntoIsmUs,1
SIp@,1
SIrm,38
SIrmhEr,4
SIrmhErS&ft,10
SIrmmY=@,2
SIrmStEnd@r,1
Si=ofreni,9
Sl&xt,106
Sl&xtb&Nk,2
Sl&xt@r,4
Sl&xt@rW,5
Sl&xtfElt,36
Sl&xthBs,3
Sl&xthof,17
Sl&xtO+@r,2
Sl&xtplan,2
Sl&xtSIf,1
Sl&xtUN,1
Sl&xtfi,8
Sl&k,1
SlExt@r,1
SlExt@rW,1
SlAfx@n,3
SlAf@,50
SlAf@r,4
SlAfrIxkWt,2
SlAg@l,1
SlAg@r,20
SlAg@rW,25
SlX@,9
Slaf,148
Slaf&n=uk,11
Slaf@ns=Wt,2
Slafkr&NkhWt,6
SlaflozIxkWt,4
SlafmIt@l,15
SlafmY=@,1
SlafrOk,1
Slafzal,2
Slafz&k,5
Slafvag@n,5
Slaf=Im@r,92
Slak,301
Slakad@r,4
Slak&nf&l,20
SlakbBm,12
Slag@r,57
Slag@rmuzik,3
SlakfErtIxkWt,2
Slakkr&ft,12
Slakram,1
SlakrIN,1
Slakzan@,19
SlakzWt@,3
SlakvErk,2
SlakvOrt,48
Slak=Wl@,67
Slak=Xk,9
Slak=Xg@r,10
Sl&m,70
Sl&mp,3
Sl&mp@,3
Sl&mp@rW,8
Sl&N@,109
Sl&N@nb@SvTr@r,5
Sl&N@ngIft,3
Sl&NkhWt,3
Sl&por,2
Sl&pSv&n=,5
Sl&r&f@nl&nt,6
SlBx,26
SlBxbot,7
SlBhWt,7
SlExtIxkWt,1
Sleg@l,10
SlWx@r,7
SlWxvErbUN,8
SlW@r,51
SlW@rXl@,1
SlWf@,62
SlWfm&Sin@,5
SlWfStWn,5
SlWm,4
SlEm@r,3
SlEndrian,3
SlEp,5
SlEp@,8
SlEp@r,33
SlEpkan,3
SlEpSIf,1
SlEptB,6
SlEp=uk,2
SlXd@r,18
SlXd@rprWs,4
SlXz@,34
SlXz@ntor,2
SlIx,6
SlIxt@r,19
SlIxthWt,8
SlIxtUN,14
SlIk,1
Slir@,1
Slis@,9
Slisf&x,5
SlisUN,35
SlIf,9
SlIN@,31
SlIN+l&n=@,2
SlIps,20
SlIt@n,34
SlItSu,3
SlItSulBf@n,1
SlI=,11
SlI=Bg@,1
SlLsx@n,6
SlOs,427
SlOs@,1
SlOs@r,55
SlOs@rW,4
Slosg&rt@n,8
Slot,6
SlUxt,17
SlUk,51
SlUkBf,1
